8.2650000000E+0,5.0774112788E-1
8.2670000000E+0,5.0774770440E-1
8.2690000000E+0,5.0741887864E-1
8.2710000000E+0,5.0503818017E-1
8.2730000000E+0,5.0051024951E-1
8.2750000000E+0,4.9766590672E-1
8.2770000000E+0,4.9317414688E-1
8.2790000000E+0,4.7640403319E-1
8.2810000000E+0,4.3507063480E-1
8.2830000000E+0,3.6947975840E-1
8.2850000000E+0,2.6716561660E-1
8.2870000000E+0,1.7193437881E-1
8.2890000000E+0,9.0178419763E-2
8.2910000000E+0,4.2554578071E-2
8.2930000000E+0,1.6883147043E-2
8.2950000000E+0,1.0372395973E-2
8.2970000000E+0,7.6595830194E-3
8.2990000000E+0,6.2554968027E-3
8.3010000000E+0,4.0523638588E-3
8.3030000000E+0,4.7757806462E-3
