8.2550000000E+0,5.0892161231E-1
8.2570000000E+0,5.0671190324E-1
8.2590000000E+0,5.0606740474E-1
8.2610000000E+0,5.0090484040E-1
8.2630000000E+0,4.9731077488E-1
8.2650000000E+0,4.8888297072E-1
8.2670000000E+0,4.7868937219E-1
8.2690000000E+0,4.5967995495E-1
8.2710000000E+0,4.3154891082E-1
8.2730000000E+0,3.8189621960E-1
8.2750000000E+0,3.2046169968E-1
8.2770000000E+0,2.4611747787E-1
8.2790000000E+0,1.7566326335E-1
8.2810000000E+0,1.1490612024E-1
8.2830000000E+0,7.1964758358E-2
8.2850000000E+0,4.1906791220E-2
8.2870000000E+0,2.4317898634E-2
8.2890000000E+0,1.6284684064E-2
8.2910000000E+0,9.8791572548E-3
8.2930000000E+0,7.8798963104E-3
