8.2650000000E+0,5.1163771308E-1
8.2670000000E+0,5.0928332068E-1
8.2690000000E+0,5.0524862866E-1
8.2710000000E+0,5.0223987299E-1
8.2730000000E+0,5.0022417111E-1
8.2750000000E+0,4.9246388324E-1
8.2770000000E+0,4.7124146874E-1
8.2790000000E+0,4.2442983299E-1
8.2810000000E+0,3.4840202615E-1
8.2830000000E+0,2.5394681992E-1
8.2850000000E+0,1.5444413459E-1
8.2870000000E+0,7.8860235523E-2
8.2890000000E+0,3.5951755810E-2
8.2910000000E+0,1.5505366894E-2
8.2930000000E+0,8.5605657466E-3
8.2950000000E+0,7.0479670087E-3
8.2970000000E+0,5.5682508566E-3
8.2990000000E+0,5.5156387276E-3
8.3010000000E+0,3.6380433357E-3
8.3030000000E+0,4.2036237345E-3
