8.2750000000E+0,4.9875431997E-1
8.2770000000E+0,4.9423954234E-1
8.2790000000E+0,4.8601232187E-1
8.2810000000E+0,4.7574309342E-1
8.2830000000E+0,4.6386590693E-1
8.2850000000E+0,4.4503405548E-1
8.2870000000E+0,4.1524244104E-1
8.2890000000E+0,3.6393904408E-1
8.2910000000E+0,3.0073544102E-1
8.2930000000E+0,2.2949533416E-1
8.2950000000E+0,1.6058988877E-1
8.2970000000E+0,1.0276587157E-1
8.2990000000E+0,6.4848967891E-2
8.3010000000E+0,3.6599542656E-2
8.3030000000E+0,2.0450907098E-2
8.3050000000E+0,1.0806446043E-2
8.3070000000E+0,7.5806648266E-3
8.3090000000E+0,4.9829409124E-3
8.3110000000E+0,4.4469548358E-3
8.3130000000E+0,4.9928056828E-3
