8.2750000000E+0,4.9856031278E-1
8.2770000000E+0,4.9416062415E-1
8.2790000000E+0,4.8760383855E-1
8.2810000000E+0,4.7772591274E-1
8.2830000000E+0,4.6774933917E-1
8.2850000000E+0,4.4900627071E-1
8.2870000000E+0,4.1530162967E-1
8.2890000000E+0,3.6411332174E-1
8.2910000000E+0,2.9747020099E-1
8.2930000000E+0,2.2819976054E-1
8.2950000000E+0,1.6769252601E-1
8.2970000000E+0,1.1162772699E-1
8.2990000000E+0,6.8298350608E-2
8.3010000000E+0,3.6645578270E-2
8.3030000000E+0,1.9283575469E-2
8.3050000000E+0,1.3236468792E-2
8.3070000000E+0,7.6661595397E-3
8.3090000000E+0,5.5090622104E-3
8.3110000000E+0,5.5682508568E-3
8.3130000000E+0,4.3581718639E-3
