8.2650000000E+0,5.1028623923E-1
8.2670000000E+0,5.1065452407E-1
8.2690000000E+0,5.0724788925E-1
8.2710000000E+0,5.0605425176E-1
8.2730000000E+0,5.0082592224E-1
8.2750000000E+0,4.9643609839E-1
8.2770000000E+0,4.8809707718E-1
8.2790000000E+0,4.5999891597E-1
8.2810000000E+0,4.0491731188E-1
8.2830000000E+0,3.2052746485E-1
8.2850000000E+0,2.1659878658E-1
8.2870000000E+0,1.2561268837E-1
8.2890000000E+0,6.2793806591E-2
8.2910000000E+0,2.6632832345E-2
8.2930000000E+0,1.0375684229E-2
8.2950000000E+0,9.0011923368E-3
8.2970000000E+0,7.9259319304E-3
8.2990000000E+0,6.3048206765E-3
8.3010000000E+0,5.9759948621E-3
8.3030000000E+0,4.7856454207E-3
