8.2600000000E+0,5.1005277294E-1
8.2620000000E+0,5.0774112787E-1
8.2640000000E+0,5.0576817334E-1
8.2660000000E+0,4.9996439876E-1
8.2680000000E+0,4.9400607604E-1
8.2700000000E+0,4.8516723967E-1
8.2720000000E+0,4.7176758996E-1
8.2740000000E+0,4.3995698567E-1
8.2760000000E+0,3.8352061893E-1
8.2780000000E+0,3.1283951807E-1
8.2800000000E+0,2.2859106322E-1
8.2820000000E+0,1.5399035498E-1
8.2840000000E+0,9.2075744657E-2
8.2860000000E+0,4.9479649607E-2
8.2880000000E+0,2.6432248597E-2
8.2900000000E+0,1.3808625700E-2
8.2920000000E+0,9.4648367293E-3
8.2940000000E+0,6.5613048076E-3
8.2960000000E+0,5.3643788491E-3
8.2980000000E+0,5.2492898148E-3
