8.2650000000E+0,5.0796144114E-1
8.2670000000E+0,5.0769180402E-1
8.2690000000E+0,5.0787594645E-1
8.2710000000E+0,5.0644555441E-1
8.2730000000E+0,5.0333486276E-1
8.2750000000E+0,4.9762644763E-1
8.2770000000E+0,4.9762315937E-1
8.2790000000E+0,4.8957021658E-1
8.2810000000E+0,4.6137998417E-1
8.2830000000E+0,4.0964253819E-1
8.2850000000E+0,3.1447707047E-1
8.2870000000E+0,2.1825606858E-1
8.2890000000E+0,1.2840441943E-1
8.2910000000E+0,6.3487629045E-2
8.2930000000E+0,2.8734029276E-2
8.2950000000E+0,1.5255459276E-2
8.2970000000E+0,9.4483954415E-3
8.2990000000E+0,5.8280232468E-3
8.3010000000E+0,5.9431122825E-3
8.3030000000E+0,5.2427133025E-3
