8.2700000000E+0,5.0625154721E-1
8.2720000000E+0,5.0405170291E-1
8.2740000000E+0,5.0235167375E-1
8.2760000000E+0,4.9940210672E-1
8.2780000000E+0,4.9236194726E-1
8.2800000000E+0,4.8665353210E-1
8.2820000000E+0,4.7760424721E-1
8.2840000000E+0,4.5920315762E-1
8.2860000000E+0,4.1781714680E-1
8.2880000000E+0,3.5539943868E-1
8.2900000000E+0,2.7340015352E-1
8.2920000000E+0,1.8762923409E-1
8.2940000000E+0,1.2007526187E-1
8.2960000000E+0,7.1070352162E-2
8.2980000000E+0,4.0874278186E-2
8.3000000000E+0,2.1447249308E-2
8.3020000000E+0,1.1171442695E-2
8.3040000000E+0,7.7549425071E-3
8.3060000000E+0,4.6245207723E-3
8.3080000000E+0,4.7955101951E-3
