Memory Length,4000,
Trigger Level,0.00000e+00,
Source,CH1,
Probe,1.0X,
Vertical Units,V,
Vertical Scale,1.00000e+01,
Vertical Position,0.00000e+00,
Horizontal Units,S,
Horizontal Scale,2.50000e-01,
Horizontal Position,0.0000000e+00,
Horizontal Mode,Roll Mode,
Waveform Last Dot Address,4000,
Sampling Period,1.00000e-03,
Firmware,V1.12,
Time, ,
Mode,Fast,
Waveform Data,
0,
0,
0,
1,
0,
0,
0,
0,
0,
0,
0,
1,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
1,
0,
0,
-2,
-2,
-3,
-4,
-5,
-6,
-6,
-7,
-8,
-8,
-10,
-10,
-11,
-10,
-11,
-11,
-10,
-9,
-9,
-9,
-9,
-8,
-7,
-7,
-7,
-7,
-7,
-6,
-6,
-6,
-6,
-6,
-6,
-5,
-4,
-5,
-4,
-4,
-4,
-3,
-3,
-3,
-2,
-1,
-2,
0,
0,
0,
1,
2,
4,
3,
29,
48,
40,
34,
32,
16,
-9,
-4,
29,
26,
22,
20,
20,
-3,
-13,
6,
20,
12,
12,
12,
5,
-15,
-11,
14,
12,
9,
8,
9,
-5,
-15,
3,
10,
7,
5,
6,
1,
-12,
-8,
9,
6,
4,
4,
4,
-5,
-10,
0,
6,
4,
2,
2,
0,
-9,
-6,
5,
3,
1,
1,
2,
-4,
-7,
0,
3,
1,
1,
2,
-1,
-7,
-3,
2,
0,
0,
0,
1,
-3,
-5,
0,
1,
1,
0,
0,
-1,
-4,
-2,
2,
0,
0,
0,
0,
-3,
-3,
0,
1,
0,
-1,
0,
-1,
-3,
-1,
1,
0,
0,
0,
0,
-2,
-1,
0,
0,
0,
-1,
0,
0,
-2,
-1,
0,
0,
0,
-1,
0,
0,
-1,
0,
0,
0,
-1,
0,
0,
-1,
0,
0,
0,
0,
-1,
0,
-1,
-1,
0,
0,
0,
0,
-1,
-1,
-1,
0,
0,
0,
0,
0,
-1,
0,
0,
0,
0,
0,
0,
0,
-1,
-1,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
-1,
0,
0,
0,
0,
0,
-1,
0,
0,
0,
1,
-1,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
1,
1,
0,
0,
0,
0,
1,
0,
0,
-1,
0,
0,
0,
0,
0,
0,
1,
1,
1,
0,
-1,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
1,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
1,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
-1,
-3,
-2,
-4,
-5,
-6,
-7,
-8,
-10,
-10,
-12,
-12,
-12,
-12,
-12,
-12,
-11,
-11,
-10,
-10,
-9,
-9,
-9,
-8,
-9,
-8,
-8,
-8,
-7,
-7,
-7,
-6,
-6,
-6,
-5,
-4,
-4,
-3,
-3,
-3,
-3,
-2,
-1,
-1,
-1,
0,
0,
1,
1,
2,
3,
3,
5,
12,
51,
46,
40,
36,
34,
4,
-10,
14,
32,
26,
22,
21,
10,
-14,
-8,
19,
19,
16,
13,
13,
-4,
-15,
2,
16,
10,
7,
9,
9,
-14,
-10,
11,
9,
7,
5,
5,
-4,
-14,
-2,
8,
5,
3,
3,
4,
-9,
-7,
6,
5,
4,
2,
3,
-3,
-10,
-2,
5,
1,
1,
1,
3,
-6,
-6,
3,
2,
1,
0,
0,
-2,
-7,
2,
2,
1,
0,
0,
0,
-4,
-3,
2,
1,
0,
-1,
0,
-1,
-3,
-1,
1,
0,
0,
0,
-1,
-3,
-3,
0,
0,
-1,
-1,
0,
-1,
-3,
-1,
0,
0,
-1,
0,
0,
-1,
-2,
0,
0,
0,
-1,
-1,
0,
-2,
-1,
1,
0,
0,
0,
0,
-1,
0,
0,
0,
-1,
0,
-1,
-1,
0,
0,
0,
0,
-1,
-1,
0,
0,
0,
0,
0,
0,
-1,
0,
0,
-1,
-1,
0,
0,
0,
0,
0,
-1,
0,
0,
0,
0,
0,
-1,
0,
0,
-1,
1,
0,
0,
1,
0,
0,
1,
0,
0,
0,
0,
0,
0,
-1,
-1,
0,
0,
1,
0,
0,
0,
0,
0,
1,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
1,
0,
0,
0,
-1,
0,
1,
0,
1,
0,
0,
0,
0,
0,
0,
0,
0,
1,
0,
0,
0,
0,
-1,
-2,
-3,
-4,
-5,
-7,
-7,
-8,
-9,
-10,
-11,
-11,
-12,
-12,
-11,
-12,
-11,
-10,
-10,
-9,
-9,
-9,
-8,
-8,
-8,
-8,
-7,
-7,
-7,
-7,
-7,
-6,
-6,
-5,
-5,
-4,
-3,
-3,
-3,
-3,
-2,
-2,
0,
0,
2,
14,
49,
41,
35,
31,
31,
-2,
-7,
18,
29,
23,
20,
18,
9,
-14,
-6,
22,
16,
13,
11,
13,
-7,
-14,
6,
14,
11,
8,
9,
2,
-14,
-8,
11,
8,
5,
5,
5,
-4,
-11,
1,
7,
5,
3,
3,
3,
-9,
-5,
6,
4,
2,
2,
3,
-3,
-8,
-1,
5,
2,
1,
1,
4,
-6,
-4,
4,
2,
1,
0,
1,
-3,
-6,
-1,
2,
1,
1,
0,
0,
-4,
-2,
2,
1,
1,
0,
0,
-2,
-3,
-1,
2,
0,
0,
0,
0,
-3,
-2,
1,
1,
0,
0,
0,
-1,
-3,
0,
1,
0,
0,
0,
-1,
-2,
-2,
0,
0,
0,
-1,
0,
-1,
-1,
-1,
1,
0,
-1,
0,
-1,
0,
-1,
0,
0,
0,
-1,
-1,
0,
0,
-1,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
-1,
0,
0,
0,
-1,
0,
0,
-1,
0,
0,
0,
0,
0,
0,
0,
0,
0,
1,
-1,
0,
0,
0,
0,
0,
1,
0,
0,
0,
0,
0,
1,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
1,
0,
0,
0,
0,
0,
0,
1,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
1,
0,
0,
1,
-1,
0,
0,
1,
0,
1,
0,
-1,
0,
0,
0,
0,
0,
0,
0,
0,
0,
1,
0,
1,
0,
0,
0,
-2,
-3,
-4,
-6,
-8,
-9,
-11,
-12,
-12,
-13,
-14,
-14,
-13,
-11,
17,
16,
13,
12,
12,
-6,
-13,
5,
13,
10,
9,
9,
-12,
-12,
-4,
10,
9,
7,
6,
7,
-4,
-7,
5,
7,
6,
5,
5,
0,
-8,
-2,
6,
6,
4,
3,
4,
-4,
-4,
5,
5,
3,
2,
2,
0,
-5,
0,
4,
4,
2,
1,
2,
-3,
-3,
2,
2,
1,
1,
1,
0,
-3,
0,
2,
1,
1,
0,
-2,
-2,
-2,
3,
1,
1,
0,
0,
0,
-1,
1,
1,
1,
0,
0,
0,
0,
-1,
1,
1,
0,
0,
0,
0,
0,
0,
1,
0,
0,
0,
0,
0,
-1,
0,
1,
0,
0,
0,
1,
0,
0,
1,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
1,
0,
0,
0,
0,
0,
0,
0,
1,
0,
0,
0,
0,
0,
0,
1,
0,
0,
0,
0,
1,
0,
1,
0,
0,
-1,
0,
0,
0,
0,
1,
1,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
1,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
1,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
1,
0,
1,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
1,
0,
0,
1,
0,
0,
1,
1,
1,
0,
1,
0,
1,
0,
0,
0,
0,
0,
0,
0,
0,
0,
1,
0,
0,
0,
0,
1,
1,
0,
0,
0,
0,
1,
0,
0,
1,
0,
0,
-2,
-3,
-4,
-5,
-7,
-7,
-8,
